"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","1990","1990",77.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","1991","1991",77.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","1992","1992",77.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","1993","1993",77.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","1994","1994",78,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","1995","1995",78.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","1996","1996",78.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","1997","1997",79,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","1998","1998",79.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","1999","1999",79.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2000","2000",79.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2001","2001",80.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2002","2002",80.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2003","2003",80.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2004","2004",80.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2005","2005",80.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2006","2006",81.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2007","2007",81.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2008","2008",81.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2009","2009",81.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2010","2010",82.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2011","2011",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2012","2012",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2013","2013",82.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2014","2014",83.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2015","2015",82.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2016","2016",83.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2017","2017",83.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2018","2018",83.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2019","2019",83.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2020","2020",82.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ITA","Italy","2021","2021",82.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1960","1960",67.8,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1961","1961",68.4,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1962","1962",68.7,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1963","1963",69.8,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1964","1964",70.3,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1965","1965",70.3,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1966","1966",71,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1967","1967",71.5,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1968","1968",71.7,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1969","1969",71.9,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1970","1970",72,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1971","1971",72.9,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1972","1972",73.2,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1973","1973",73.4,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1974","1974",73.7,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1975","1975",74.3,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1976","1976",74.8,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1977","1977",75.3,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1978","1978",75.7,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1979","1979",76.2,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1980","1980",76.1,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1981","1981",76.5,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1982","1982",76.9,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1983","1983",77,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1984","1984",77.4,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1985","1985",77.6,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1986","1986",78.1,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1987","1987",78.5,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1988","1988",78.4,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1989","1989",78.8,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1990","1990",78.9,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1991","1991",79.1,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1992","1992",79.2,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1993","1993",79.4,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1994","1994",79.8,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1995","1995",79.6,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1996","1996",80.3,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1997","1997",80.5,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1998","1998",80.6,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","1999","1999",80.5,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2000","2000",81.2,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2001","2001",81.5,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2002","2002",81.8,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2003","2003",81.8,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2004","2004",82.1,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2005","2005",82,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2006","2006",82.4,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2007","2007",82.6,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2008","2008",82.7,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2009","2009",83,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2010","2010",82.9,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2011","2011",82.7,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2012","2012",83.2,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2013","2013",83.4,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2014","2014",83.7,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2015","2015",83.9,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2016","2016",84.1,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2017","2017",84.2,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2018","2018",84.3,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2019","2019",84.4,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","JPN","Japan","2020","2020",84.7,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1970","1970",62.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1971","1971",62.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1972","1972",63.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1973","1973",63.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1974","1974",63.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1975","1975",64.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1976","1976",64.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1977","1977",65,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1978","1978",65.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1979","1979",65.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1980","1980",66.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1981","1981",66.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1982","1982",67.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1983","1983",67.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1984","1984",68.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1985","1985",68.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1986","1986",69.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1987","1987",70.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1988","1988",70.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1989","1989",71.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1990","1990",71.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1991","1991",72.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1992","1992",72.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1993","1993",73.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1994","1994",73.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1995","1995",73.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1996","1996",74.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1997","1997",74.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1998","1998",75.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","1999","1999",75.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2000","2000",76,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2001","2001",76.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2002","2002",76.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2003","2003",77.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2004","2004",77.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2005","2005",78.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2006","2006",78.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2007","2007",79.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2008","2008",79.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2009","2009",80,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2010","2010",80.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2011","2011",80.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2012","2012",80.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2013","2013",81.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2014","2014",81.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2015","2015",82.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2016","2016",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2017","2017",82.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2018","2018",82.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2019","2019",83.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","KOR","Korea","2020","2020",83.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1960","1960",69.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1971","1971",69.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1972","1972",70.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1973","1973",70.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1974","1974",70.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1975","1975",70.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1976","1976",70.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1977","1977",72.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1978","1978",72,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1979","1979",72.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1980","1980",72.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1981","1981",72.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1982","1982",72.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1983","1983",73.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1984","1984",73.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1985","1985",73.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1986","1986",74.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1987","1987",74.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1988","1988",75,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1989","1989",74.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1990","1990",75.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1991","1991",75.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1992","1992",75.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1993","1993",76,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1994","1994",76.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1995","1995",76.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1996","1996",76.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1997","1997",77.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1998","1998",77.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","1999","1999",78,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2000","2000",78,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2001","2001",78,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2002","2002",78.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2003","2003",77.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2004","2004",79.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2005","2005",79.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2006","2006",79.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2007","2007",79.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2008","2008",80.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2009","2009",80.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2010","2010",80.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2011","2011",81.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2012","2012",81.5,"B","Break"
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2013","2013",81.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2014","2014",82.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2015","2015",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2016","2016",82.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2017","2017",82.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2018","2018",82.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2019","2019",82.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2020","2020",82.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","LUX","Luxembourg","2021","2021",82.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1970","1970",59.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1971","1971",61.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1972","1972",62,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1973","1973",62.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1974","1974",63.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1975","1975",63.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1976","1976",64.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1977","1977",64.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1978","1978",65.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1979","1979",65.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1980","1980",66.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1981","1981",66.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1982","1982",67.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1983","1983",68.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1984","1984",68.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1985","1985",69,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1986","1986",69.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1987","1987",70.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1988","1988",70.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1989","1989",70.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1990","1990",70.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1991","1991",71.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1992","1992",71.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1993","1993",72,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1994","1994",72.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1995","1995",72.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1996","1996",72.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1997","1997",73.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1998","1998",73.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","1999","1999",74,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2000","2000",74.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2001","2001",75,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2002","2002",75.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2003","2003",75.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2004","2004",75.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2005","2005",75.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2006","2006",75.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2007","2007",75.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2008","2008",75.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2009","2009",74.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2010","2010",74.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2011","2011",74.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2012","2012",75,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2013","2013",75,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2014","2014",75,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2015","2015",74.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2016","2016",74.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2017","2017",74.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2018","2018",75,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2019","2019",75.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","MEX","Mexico","2020","2020",75.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1960","1960",73.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1961","1961",73.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1962","1962",73.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1963","1963",73.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1964","1964",73.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1965","1965",73.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1966","1966",73.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1967","1967",73.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1968","1968",73.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1969","1969",73.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1970","1970",73.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1971","1971",73.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1972","1972",73.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1973","1973",74.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1974","1974",74.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1975","1975",74.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1976","1976",74.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1977","1977",75.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1978","1978",75.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1979","1979",75.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1980","1980",75.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1981","1981",76,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1982","1982",76.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1983","1983",76.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1984","1984",76.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1985","1985",76.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1986","1986",76.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1987","1987",76.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1988","1988",77.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1989","1989",76.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1990","1990",77.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1991","1991",77.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1992","1992",77.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","NLD","Netherlands","1993","1993",77.1,,
